CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,AREA,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,NOMBRE_ESCUELA,DESC_CIUDAD_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,FECHA_DECISION_ADMISION_FINAL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,V_PLDM,V_SOL_BSE,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,V_POSBCRE,BECA_BHP,V_POSBEM,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,TIPO_BECA_F,V_BECABTE,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,V_PAA_MISSING
Santa Fe,CSF,Otros,F,P5,ESC,ESC,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,92.16,1351.0,2023-11-07T00:00:00.000Z,0,0,Santa Fe,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Ciudad de México,CCM,Mexicana,F,O5,SLD,MC,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,97.83,1395.0,2023-11-27T00:00:00.000Z,1,1,Guadalajara,18.0,Base de datos,50.0,0.0,1.0,0.1,0.1,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Toluca,TOL,Mexicana,F,P5,ESC,ESC,H00163,ITESM Campus Toluca,Toluca de Lerdo,Toluca,Estado de México,94.4,1290.0,2023-10-27T00:00:00.000Z,1,1,Toluca,17.0,Base de datos,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Estado de México,CEM,Mexicana,F,P5,CIS,LTP,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,92.16,1398.0,2024-01-24T00:00:00.000Z,1,1,Estado de México,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Guadalajara,GDA,Mexicana,F,P5,SLD,LNB,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,85.03,920.0,2023-11-22T00:00:00.000Z,1,1,Guadalajara,18.0,Solicitud,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Chihuahua,CHH,Mexicana,F,P5,SLD,MO,H00153,ITESM Campus Chihuahua,Chihuahua,Chihuahua,Chihuahua,95.56,1242.0,2024-01-23T00:00:00.000Z,1,1,Chihuahua,18.0,Solicitud,39.0,0.0,1.0,0.15,0.15,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Puebla,PUE,Mexicana,F,P5,NEG,LAE,H15903,ITESM Campus Puebla,Heroica Puebla de Zaragoza,Puebla,Puebla,84.63,,2023-10-26T00:00:00.000Z,1,1,Puebla,17.0,Base de datos,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Guadalajara,GDA,Mexicana,F,P5,NEG,NEG,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,94.83,1186.0,2023-09-14T00:00:00.000Z,1,1,Guadalajara,17.0,Base de datos,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Saltillo,SAL,Mexicana,F,P5,NEG,NEG,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,93.5,1303.0,2023-10-12T00:00:00.000Z,1,1,Saltillo,17.0,Base de datos,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Guadalajara,GDA,Mexicana,M,O5,IIT,IIS,H04128,ITESM Campus Aguascalientes,Aguascalientes,Aguascalientes,Aguascalientes,83.43,,2024-02-28T00:00:00.000Z,0,0,Aguascalientes,18.0,Solicitud,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Saltillo,SAL,Mexicana,F,P5,NEG,NEG,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,88.26,,2023-12-06T00:00:00.000Z,1,1,Saltillo,17.0,Base de datos,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,F,P5,NEG,LIN,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,88.86,,2023-10-16T00:00:00.000Z,1,1,Estado de México,18.0,Base de datos,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Toluca,TOL,Mexicana,F,P5,IIT,IIT,H00163,ITESM Campus Toluca,Toluca de Lerdo,Toluca,Estado de México,90.83,,2023-11-11T00:00:00.000Z,1,1,Toluca,17.0,Base de datos,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Puebla,PUE,Mexicana,F,P5,NEG,NEG,H15903,ITESM Campus Puebla,Heroica Puebla de Zaragoza,Puebla,Puebla,81.6,,2024-01-03T00:00:00.000Z,1,1,Puebla,18.0,Marketing digital,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,O5,NEG,NEG,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,85.33,,2023-12-15T00:00:00.000Z,1,1,Saltillo,18.0,Solicitud,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,F,P5,AMC,ARQ,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,84.44,,2024-01-29T00:00:00.000Z,1,1,Estado de México,17.0,Base de datos,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Toluca,TOL,Mexicana,F,P5,ESC,ESC,H00163,ITESM Campus Toluca,Toluca de Lerdo,Toluca,Estado de México,94.03,1297.0,2023-10-27T00:00:00.000Z,1,1,Toluca,17.0,Base de datos,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Ciudad de México,CCM,Mexicana,M,P5,NEG,NEG,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,90.37,,2023-11-21T00:00:00.000Z,1,1,Ciudad de México,18.0,Base de datos,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,M,P5,NEG,LAF,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,87.33,,2023-11-22T00:00:00.000Z,1,1,Estado de México,17.0,Base de datos,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Querétaro,QRO,Mexicana,F,P5,NEG,NEG,H00158,ITESM Campus Querétaro,Santiago de Querétaro,Querétaro,Querétaro,86.93,,2023-10-20T00:00:00.000Z,1,1,Querétaro,17.0,Base de datos,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Toluca,TOL,Mexicana,M,P5,ESC,ARQ,H00163,ITESM Campus Toluca,Toluca de Lerdo,Toluca,Estado de México,88.96,,2024-01-02T00:00:00.000Z,0,0,Toluca,17.0,Solicitud,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Hidalgo,HGO,Mexicana,M,O5,IIT,IMT,H00160,ITESM Campus Irapuato,Irapuato,Irapuato,Guanajuato,95.7,,2023-11-15T00:00:00.000Z,1,1,Irapuato,17.0,Base de datos,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Ciudad de México,CCM,Mexicana,F,P5,NEG,BGB,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,86.54,,2023-11-23T00:00:00.000Z,1,1,Ciudad de México,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Aguascalientes,AGS,Mexicana,M,P5,NEG,NEG,H04128,ITESM Campus Aguascalientes,Aguascalientes,Aguascalientes,Aguascalientes,81.9,,2023-10-02T00:00:00.000Z,1,1,Aguascalientes,18.0,Solicitud,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1
Guadalajara,GDA,Mexicana,F,P5,ICT,ICT,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,93.12,1253.0,2023-09-28T00:00:00.000Z,1,1,Guadalajara,18.0,Base de datos,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Ciudad de México,CCM,Mexicana,M,P5,IIT,IMT,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,85.53,,2023-12-12T00:00:00.000Z,0,0,Ciudad de México,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,F,P5,AMC,ARQ,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,93.53,1283.0,2023-10-19T00:00:00.000Z,1,1,Estado de México,18.0,Base de datos,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Ciudad de México,CCM,Mexicana,M,P5,IIT,IM,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,87.8,,2023-11-09T00:00:00.000Z,1,1,Ciudad de México,17.0,Base de datos,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,M,P5,NEG,LAF,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,82.93,,2023-12-05T00:00:00.000Z,1,1,Estado de México,18.0,Solicitud,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
San Luis Potosí,SLP,Mexicana,M,P5,NEG,NEG,H00159,ITESM Campus San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí,83.17,,2023-09-18T00:00:00.000Z,1,1,San Luis Potosí,18.0,Base de datos,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,F,P5,IIT,IE,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,96.35,1109.0,2023-10-04T00:00:00.000Z,0,0,Estado de México,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Chihuahua,CHH,Mexicana,M,P5,CIS,CIS,H00153,ITESM Campus Chihuahua,Chihuahua,Chihuahua,Chihuahua,81.53,,2024-02-19T00:00:00.000Z,0,0,Chihuahua,18.0,,38.0,,,,,,,,,,,,,,,,,,,,,,1
Monterrey,MTY,Mexicana,M,O5,IIT,BIE,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,87.36,,2023-11-07T00:00:00.000Z,1,1,Ciudad de México,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Sinaloa,SIN,Mexicana,F,P5,ESC,ESC,H00173,ITESM Campus Sinaloa,Culiacán Rosales,Culiacán,Sinaloa,89.3,1271.0,2023-10-25T00:00:00.000Z,1,1,Sinaloa,18.0,Solicitud,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Guadalajara,GDA,Mexicana,M,P5,NEG,NEG,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,85.16,,2023-10-12T00:00:00.000Z,1,1,Guadalajara,19.0,Solicitud,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,F,P5,NEG,NEG,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,93.63,,2023-10-16T00:00:00.000Z,1,1,Estado de México,17.0,Marketing digital,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,M,P5,IIT,IMT,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,92.6,1315.0,2023-11-06T00:00:00.000Z,1,1,Estado de México,18.0,Base de datos,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Santa Fe,CSF,Mexicana,M,O5,NEG,NEG,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,87.1,,2023-10-11T00:00:00.000Z,0,0,Estado de México,17.0,Base de datos,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Puebla,PUE,Mexicana,M,P5,ICT,ITC,H15903,ITESM Campus Puebla,Heroica Puebla de Zaragoza,Puebla,Puebla,89.93,,2023-10-02T00:00:00.000Z,1,1,Puebla,17.0,Base de datos,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,P5,AMC,ARQ,H00229,ITESM Campus Eugenio Gza. Sada,Monterrey,Monterrey,Nuevo León,91.03,1259.0,2023-12-06T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,O5,AMC,ARQ,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,81.25,,2023-11-07T00:00:00.000Z,1,1,Saltillo,17.0,Base de datos,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,O5,NEG,NEG,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,84.5,,2023-12-11T00:00:00.000Z,0,0,Saltillo,17.0,Solicitud,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Cuernavaca,MOR,Mexicana,M,P5,IIT,IMD,H00169,ITESM Campus Cuernavaca,Cuernavaca,Cuernavaca,Morelos,87.7,,2023-11-07T00:00:00.000Z,1,1,Cuernavaca,18.0,Solicitud,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,F,P5,NEG,NEG,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,93.3,,2023-09-28T00:00:00.000Z,1,1,Estado de México,18.0,Base de datos,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
León,LEO,Mexicana,F,P5,IIT,IIT,H00162,ITESM Campus León,León de los Aldama,León,Guanajuato,88.3,,2023-12-08T00:00:00.000Z,1,1,León,17.0,Base de datos,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Ciudad de México,CCM,Mexicana,F,P5,ESC,LTM,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,90.09,1280.0,2023-11-23T00:00:00.000Z,1,1,Ciudad de México,17.0,Solicitud,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Puebla,PUE,Mexicana,F,P5,ESC,LDI,H15903,ITESM Campus Puebla,Heroica Puebla de Zaragoza,Puebla,Puebla,88.86,,2024-01-24T00:00:00.000Z,1,1,Puebla,17.0,Solicitud,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Ciudad de México,CCM,Mexicana,M,O5,IIT,IMD,H00160,ITESM Campus Irapuato,Irapuato,Irapuato,Guanajuato,92.0,1244.0,2024-01-15T00:00:00.000Z,1,1,Irapuato,17.0,Base de datos,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Estado de México,CEM,Mexicana,M,P5,ICI,IFI,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,98.0,1260.0,2023-11-28T00:00:00.000Z,1,1,Estado de México,17.0,Solicitud,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Estado de México,CEM,Mexicana,F,P5,IIT,IC,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,82.86,,2023-11-11T00:00:00.000Z,1,1,Estado de México,17.0,Base de datos,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,ESC,ESC,H00229,ITESM Campus Eugenio Gza. Sada,Monterrey,Monterrey,Nuevo León,80.96,,2024-01-31T00:00:00.000Z,0,0,Monterrey,17.0,Base de datos,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Ciudad de México,CCM,Mexicana,F,P5,CIS,LRI,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,97.76,1401.0,2023-09-27T00:00:00.000Z,1,1,Ciudad de México,18.0,Solicitud,37.0,0.0,1.0,0.2,0.2,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Guadalajara,GDA,Mexicana,M,P5,NEG,NEG,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,85.41,984.0,2024-02-13T00:00:00.000Z,1,1,Guadalajara,18.0,Base de datos,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Estado de México,CEM,Mexicana,M,P5,IIT,IMT,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,91.26,1087.0,2023-12-12T00:00:00.000Z,1,1,Estado de México,17.0,Base de datos,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Guadalajara,GDA,Mexicana,F,P5,ESC,LDI,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,86.63,,2023-09-28T00:00:00.000Z,0,0,Guadalajara,17.0,Base de datos,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1
Santa Fe,CSF,Mexicana,M,P5,NEG,NEG,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,83.53,,2024-02-27T00:00:00.000Z,0,0,Santa Fe,18.0,,50.0,,,,,,,,,,,,,,,,,,,,,,1
León,LEO,Mexicana,M,P5,ICI,ICI,H00162,ITESM Campus León,León de los Aldama,León,Guanajuato,94.6,1479.0,2023-09-27T00:00:00.000Z,1,1,León,17.0,Base de datos,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Santa Fe,CSF,Mexicana,F,P5,NEG,BGB,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,90.76,,2024-02-13T00:00:00.000Z,1,1,Santa Fe,17.0,Base de datos,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Santa Fe,CSF,Mexicana,M,O5,NEG,LDE,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,91.63,,2023-12-12T00:00:00.000Z,0,0,Estado de México,18.0,Solicitud,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Guadalajara,GDA,Mexicana,F,P5,NEG,NEG,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,88.5,,2023-10-12T00:00:00.000Z,1,1,Guadalajara,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,F,P5,ESC,LAD,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,84.35,,2023-10-11T00:00:00.000Z,1,1,Estado de México,17.0,Base de datos,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,F,P5,CIS,CIS,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,85.43,,2023-12-11T00:00:00.000Z,1,1,Estado de México,17.0,Base de datos,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,P5,IIT,IM,H00229,ITESM Campus Eugenio Gza. Sada,Monterrey,Monterrey,Nuevo León,86.63,,2024-02-01T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Ciudad de México,CCM,Mexicana,M,P5,NEG,NEG,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,87.3,,2023-11-21T00:00:00.000Z,1,1,Ciudad de México,17.0,Base de datos,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Ciudad de México,CCM,Mexicana,M,P5,ICI,IDM,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,96.09,1271.0,2023-10-12T00:00:00.000Z,1,1,Ciudad de México,17.0,Base de datos,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
