CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,AREA,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,NOMBRE_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,RUBRICA,ENSAYO,CV,V_PLDM,V_SOL_BSE,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,V_POSBCRE,BECA_BHP,V_POSBEM,V_POSBTT,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,V_BECABTE,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F
Ciudad de México,CCM,Mexicana,M,N5,SLD,LPS,H05411,E.N.P. 5 José Vasconcelos,Indefinido,México,82.7,1202,Perfil A,1,1,Ciudad de México,20.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,NEG,LEM,H63362,Universidad Tec Milenio Cancun,Benito Juárez,México,90.0,1292,Perfil A,1,1,Puebla,20.0,Solicitud,88.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IIT,H00475,Universidad de Monterrey,Monterrey,México,92.91,1352,Perfil A,1,1,Monterrey,17.0,Solicitud,82.0,7.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IIT,H00475,Universidad de Monterrey,Monterrey,México,93.4,1354,Perfil A,1,1,Monterrey,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IIT,IM,H00025,Prepa Anáhuac Monterrey,San Pedro Garza García,México,97.0,1135,Perfil B,1,1,Monterrey,18.0,Solicitud,80.0,25.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,NEG,CPF,H00373,Colegio Félix de Jesús Rougier,Tampico,México,84.5,1115,Perfil D,1,1,Tampico,18.0,Solicitud,29.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IIS,H15466,Uni TecMilenio Campus L Torres,Monterrey,México,91.54,1259,Perfil A,0,0,Monterrey,17.0,Solicitud,77.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IBQ,IAL,H00354,COLEGIO CHAPULTEPEC,Culiacán,México,98.0,1424,Perfil A+,1,1,Sinaloa,17.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad Juárez,CDJ,Mexicana,M,N5,IIT,IIS,H60577,Universidad TecMilenio,Juárez,México,91.75,1343,Perfil A,1,1,Ciudad Juárez,18.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,CIS,CIS,H27463,Culver Academies,Indefinido,Estados Unidos de América,85.49,1230,Perfil A,1,1,Extranjero No LATAM,18.0,Marketing digital,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,ESC,LC,H00021,Preparatoria 7 Dr. Oscar Vela,Monterrey,México,88.75,1185,Perfil A,0,0,Monterrey,16.0,Solicitud,93.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saltillo,SAL,Mexicana,F,N5,NEG,NEG,H00226,Colegio Ignacio Zaragoza A.C.,Saltillo,México,95.74,1185,Perfil A,1,1,Saltillo,17.0,Solicitud,87.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,NEG,NEG,H40595,Highland High School,Indefinido,Estados Unidos de América,93.88,1240,Perfil A,0,0,Extranjero No LATAM,19.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,N5,NEG,NEG,H44944,Argos Preparatory Academy,Metepec,México,84.0,1268,Perfil A,0,0,,19.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,ICT,ITC,H06836,Univ. del Valle de México,Querétaro,México,88.0,1333,Perfil A,0,0,Querétaro,19.0,Solicitud,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Argentina,F,N5,IIT,IMD,H44245,CETI Plantel Colomos,Guadalajara,México,91.0,1424,Perfil A+,1,1,Guadalajara,19.0,Solicitud,100.0,25.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,N5,NEG,BGB,H85630,Willowdale High School,Metropolitan Toronto,Canadá,94.0,1217,Perfil A,0,0,Extranjero No LATAM,19.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IMD,H66269,Cent Inv y Desarrollo Educ Bil,Monterrey,México,93.3,1429,Perfil A+,1,1,Monterrey,20.0,Solicitud,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,M,N5,NEG,NEG,H09538,Centro de Estudios Intensivos,Puebla,México,92.0,1429,Perfil A+,1,1,Puebla,19.0,Solicitud,100.0,25.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,CPF,H65623,Esc Prepa Ofic Anexa a La Norm,Cuautitlán Izcalli,México,96.0,1367,Perfil A+,1,1,Estado de México,19.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,ESC,LTM,H40496,Prepa Net Campus Santa Fe,Álvaro Obregón,México,93.76,1002,Perfil D,1,1,Ciudad de México,20.0,Solicitud,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,N5,ESC,LDI,H00768,COLEGIO CERVANTES (Costa Rica),Guadalajara,México,97.0,1276,Perfil A,1,1,Guadalajara,19.0,Solicitud,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Luis Potosí,SLP,Mexicana,M,N5,NEG,LIN,H49297,Universidad Tecmilenio,San Luis Potosí,México,92.0,1360,Perfil A+,1,1,,19.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,ESC,ESC,H63389,ESCUELA PREPARATORIA CANADIENS,Tula de Allende,México,93.0,1170,Perfil A,0,0,Hidalgo,19.0,Solicitud,91.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,AMC,IC,H15466,Uni TecMilenio Campus L Torres,Monterrey,México,92.5,1214,Perfil A,1,1,Monterrey,17.0,Solicitud,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IIT,BIE,H62088,Universidad Tecmilenio Plantel San Nicolás,San Nicolás de los Garza,México,90.14,1387,Perfil A+,1,1,Monterrey,18.0,Marketing digital,95.0,25.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,N5,NEG,LIN,H17280,Instituto Jean Piaget,Culiacán,México,91.38,1311,Perfil A,1,1,Sinaloa,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,ICI,IDM,H00311,Instituto de Valle Arizpe A.C.,Saltillo,México,96.64,1423,Perfil A+,0,0,Saltillo,21.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,N5,IIT,IM,H46103,Prep Ofic Anex a la Centenaria,Toluca,México,85.0,1135,Perfil B,0,0,Toluca,19.0,,70.0,25.0,15.0,,,,,,,,,,,,,,,,,,,,,
Sinaloa,SIN,Mexicana,F,N5,ESC,ESC,H03504,C.E.T.I.S. No. 107,Culiacán,México,99.0,1436,Perfil A+,1,1,Sinaloa,19.0,Solicitud,90.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,M,N5,NEG,LAE,H27408,Universidad TecMilenio,San Juan del Río,México,92.0,1117,Perfil C,0,0,Querétaro,20.0,Solicitud,61.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Luis Potosí,SLP,Mexicana,F,N5,IIT,IIS,H62088,Universidad Tecmilenio Plantel San Nicolás,San Nicolás de los Garza,México,97.0,1329,Perfil A,1,1,Monterrey,19.0,Solicitud,92.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,ESC,ESC,H00354,COLEGIO CHAPULTEPEC,Culiacán,México,94.21,1135,Perfil B,0,0,Sinaloa,18.0,Solicitud,76.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,CIS,LED,H04769,Preparatoria Técnica Médica,Monterrey,México,83.72,1329,Perfil A,0,0,Monterrey,19.0,Solicitud,60.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
León,LEO,Mexicana,M,N5,NEG,NEG,H60228,PREPARATORIA UNIVA,León,México,90.0,1101,Perfil C,0,0,León,19.0,Solicitud,61.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,N5,IIT,IMT,H21707,U. TEC MILENIO CULIACAN,Culiacán,México,96.04,1416,Perfil A+,1,1,Sinaloa,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,F,N5,NEG,BGB,H21731,Universidad TecMilenio Campus,Metepec,México,89.0,1330,Perfil A,1,1,Toluca,20.0,Solicitud,104.0,19.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,,,N5,IIT,IIT,H21707,U. TEC MILENIO CULIACAN,Culiacán,México,81.67,0,Perfil A,0,0,Sinaloa,19.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad Obregón,COB,Estadounidense,M,N5,ICI,IFI,H11889,C.B.T.A. No. 197,Cajeme,México,95.0,1386,Perfil A+,0,0,Ciudad Obregón,20.0,Marketing digital,88.0,13.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,NEG,BFI,H67816,INSTITUTO CIMA EDUCATIVA,Córdoba,México,100.0,1406,Perfil A+,1,1,Puebla,17.0,Solicitud,100.0,15.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IIT,H60448,Universidad TecMilenio Reynosa,Reynosa,México,83.75,1227,Perfil A,0,0,Monterrey,17.0,Solicitud,100.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,F,N5,IIT,IMT,H21731,Universidad TecMilenio Campus,Metepec,México,94.0,1275,Perfil A,0,0,Toluca,19.0,Solicitud,108.0,23.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,IIT,IIS,H44245,CETI Plantel Colomos,Guadalajara,México,92.0,1109,Perfil C,1,1,Guadalajara,19.0,Solicitud,44.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,NEG,NEG,H85023,Colegio de las Américas,Centro,México,85.93,1239,Perfil A,0,0,,19.0,Solicitud,86.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IBQ,IBT,H62125,Escuela Americana de Tampico,Tampico,México,99.65,1560,Perfil A+,1,1,Tampico,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,N5,IIT,IIT,H21707,U. TEC MILENIO CULIACAN,Culiacán,México,97.31,1272,Perfil A,1,1,Sinaloa,17.0,Solicitud,96.0,21.0,15.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,NEG,NEG,H81983,Accelerate Education,Indefinido,Estados Unidos de América,95.12,1408,Perfil A+,1,1,Extranjero No LATAM,18.0,Marketing digital,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,NEG,H15744,Univ TecMilenio Campus Cuautit,Cuautitlán Izcalli,México,97.75,1242,Perfil A,1,1,Estado de México,18.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,NEG,BGB,H40496,Prepa Net Campus Santa Fe,Álvaro Obregón,México,95.44,1340,Perfil A,1,1,Ciudad de México,19.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,LAE,H00025,Prepa Anáhuac Monterrey,San Pedro Garza García,México,96.0,1124,Perfil C,1,1,Monterrey,19.0,Solicitud,57.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,F,N5,NEG,LAF,H60445,Universidad Tec Milenio Cuernavaca,Temixco,México,90.0,1245,Perfil D,1,1,Cuernavaca,18.0,Solicitud,40.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,NEG,LAF,H83783,ABF Academy Hialeah,Indefinido,Estados Unidos de América,85.32,1430,Perfil A,0,0,Extranjero No LATAM,19.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,ICT,ICT,H61261,Eugenio d´Mazenod,Cuajimalpa de Morelos,México,86.92,1109,Perfil D,1,1,Estado de México,19.0,Marketing digital,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chihuahua,CHH,Mexicana,M,N5,NEG,LIN,H66311,Universidad del Valle de Mexico Chih,Chihuahua,México,91.0,1167,Perfil B,0,0,Chihuahua,17.0,Solicitud,60.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IIT,H66269,Cent Inv y Desarrollo Educ Bil,Monterrey,México,89.63,1308,Perfil A,1,1,Monterrey,16.0,Solicitud,85.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,ICT,ITC,H07569,Colegio Arturo Rosenblueth,Celaya,México,83.4,1424,Perfil A,1,1,Querétaro,18.0,Solicitud,90.0,15.0,15.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1
Monterrey,MTY,Mexicana,F,N5,SLD,MC,H00615,Universidad de Celaya,Celaya,México,92.9,1428,Perfil A+,0,0,Querétaro,18.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saltillo,SAL,Mexicana,F,N5,NEG,NEG,H00226,Colegio Ignacio Zaragoza A.C.,Saltillo,México,95.12,1297,Perfil A,1,1,Saltillo,19.0,Solicitud,91.0,6.0,25.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25
Monterrey,MTY,Mexicana,M,N5,IIT,IIT,H00025,Prepa Anáhuac Monterrey,San Pedro Garza García,México,83.0,1227,Perfil A,0,0,Monterrey,19.0,Solicitud,108.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,M,N5,IIT,IIS,H04532,Centro Escolar Campogrande,Hermosillo,México,82.1,1396,Perfil A,1,1,Sonora Norte,18.0,Solicitud,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IBQ,IBT,H27467,Universidad Tec Milenio Merida,Mérida,México,93.0,1260,Perfil B,1,1,Puebla,18.0,Solicitud,80.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,NEG,LAF,H03017,Colegio Nuevo Continente,Querétaro,México,93.0,1332,Perfil A,0,0,Querétaro,22.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,CIS,LED,H42207,Centro Educativo Hampton Schoo,Tuxtla Gutiérrez,México,95.0,1283,Perfil A,1,1,Chiapas,19.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,NEG,NEG,H60930,Universidad Contemporanea,Querétaro,México,79.0,1308,Perfil B,0,0,Querétaro,18.0,Solicitud,74.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,IBQ,IBT,H00271,Colegio Alexander Von Humboldt,Xochimilco,México,93.5,1221,Perfil A,0,0,Ciudad de México,19.0,Solicitud,100.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,NEG,LEM,H63118,Colegio Sunhills Valley,Querétaro,México,88.0,1129,Perfil D,0,0,Querétaro,19.0,Solicitud,36.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,AMC,ARQ,H00707,Centros Educativos Zumarraga,Indefinido,México,89.17,1308,Perfil A,1,1,Ciudad de México,18.0,Solicitud,106.0,21.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,CIS,LEC,H00660,Instituto Educativo Olinca,Coyoacán,México,87.0,1243,Perfil A,0,0,Ciudad de México,20.0,Solicitud,92.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,F,N5,NEG,LAF,H01602,Instituto Jassa,León,México,90.0,1047,Perfil D,0,0,León,20.0,Solicitud,46.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
León,LEO,Mexicana,M,N5,IIT,IIT,H64740,Nuevo Continente,León,México,94.0,1408,Perfil A+,1,1,León,18.0,Solicitud,110.0,25.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,M,N5,IIT,IIT,H00740,Colegio Regis A.C. (La Salle),Hermosillo,México,79.13,1344,Perfil B,1,1,Sonora Norte,18.0,Solicitud,63.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,F,N5,ESC,ESC,H21731,Universidad TecMilenio Campus,Metepec,México,89.0,1142,Perfil B,1,1,Toluca,18.0,Marketing digital,74.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
