SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,BECABTE,DISCIPLINA,V_BHP,POST_ANYBECA,TIPO_BECA_F,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,ESTADO_BSE,ESTADO_BTE
GDA,Colombiana,M,N5,ITC,H44650,Baja California Sur,96.0,1460,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,Guadalajara,19.0,Solicitud,,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,ICI,H66269,Nuevo León,92.22,1247,No Tec,2024-01-19T00:00:00.000Z,Perfil A,1,Monterrey,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
AGS,Mexicana,M,N5,IMT,H66345,Aguascalientes,86.0,1446,No Tec,2024-01-19T00:00:00.000Z,Perfil A,0,Aguascalientes,18.0,Marketing digital,33.0,108.0,23.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CCM,Mexicana,M,N5,LDE,H64394,,92.37,1333,No Tec,2023-12-04T00:00:00.000Z,Perfil A,1,Extranjero NO LATAM,19.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IAL,H19549,Nuevo León,92.29,1184,No Tec,2024-01-31T00:00:00.000Z,Perfil A,1,Monterrey,16.0,Solicitud,50.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,LEC,H02155,Veracruz,75.0,1322,No Tec,2023-11-07T00:00:00.000Z,Perfil B,1,Puebla,19.0,Solicitud,30.0,64.0,19.0,15.0,0.0,0.25,0.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.0,0.25,2.0,0.0
TOL,Mexicana,M,N5,IIT,H21731,Estado de México,83.04,1192,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,Toluca,18.0,Marketing digital,29.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LAF,H61277,Nuevo León,96.57,1350,No Tec,2024-02-19T00:00:00.000Z,Perfil A,1,Monterrey,17.0,Solicitud,20.0,104.0,19.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,F,N5,ARQ,H00128,Ciudad de México,84.0,1214,No Tec,2024-02-29T00:00:00.000Z,Perfil A,0,Santa Fe,17.0,Solicitud,46.0,104.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TAM,Peruana,F,N5,IMT,H00088,Tamaulipas,86.0,1237,No Tec,2023-10-30T00:00:00.000Z,Perfil A,1,Tampico,17.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,0.0,0.1,Artistico,0.0,1.0,Talento Estudiantil,1.0,0.1,0.0,0.0,2.0
MTY,Mexicana,F,N5,NEG,H00417,Nuevo León,84.61,1285,No Tec,2024-02-14T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,44.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,ITD,H22139,Morelos,84.0,1121,No Tec,2024-02-27T00:00:00.000Z,Perfil D,0,Cuernavaca,18.0,Solicitud,50.0,31.0,21.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,LC,H64143,Querétaro,86.0,1229,No Tec,2024-01-24T00:00:00.000Z,Perfil A,1,Querétaro,18.0,Solicitud,40.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IID,H19549,Nuevo León,88.33,1235,No Tec,2024-01-09T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Marketing digital,27.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Mexicana,M,N5,LED,H62088,Nuevo León,97.41,1288,No Tec,2024-01-26T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,44.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,IMT,H12253,Jalisco,93.0,1209,No Tec,2024-01-24T00:00:00.000Z,Perfil A,1,Guadalajara,19.0,Solicitud,18.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,M,N5,IMT,H00226,Coahuila,98.58,1449,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,Saltillo,17.0,Solicitud,49.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
HGO,Mexicana,M,N5,LAD,H03448,Hidalgo,91.0,1313,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,Hidalgo,20.0,Solicitud,36.0,82.0,12.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CDJ,Estadounidense,M,N5,LIN,H02590,,91.0,1274,No Tec,2024-02-15T00:00:00.000Z,Perfil A,1,Extranjero NO LATAM,19.0,Solicitud,38.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,IID,H21707,Sinaloa,93.0,1164,No Tec,2024-02-22T00:00:00.000Z,Perfil B,0,Sinaloa,17.0,Solicitud,49.0,70.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,M,N5,LAD,H21707,Sinaloa,90.17,1194,No Tec,2023-11-28T00:00:00.000Z,Perfil A,1,Sinaloa,18.0,Solicitud,38.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,IM,H00517,Ciudad de México,80.0,1278,No Tec,2024-01-17T00:00:00.000Z,Perfil A,1,Santa Fe,18.0,Solicitud,25.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LAF,H19549,Nuevo León,93.0,1376,No Tec,2024-02-20T00:00:00.000Z,Perfil A+,1,Monterrey,16.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LEM,H21033,Veracruz,95.62,1321,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,Puebla,17.0,Solicitud,,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,IRS,H58791,Puebla,98.0,1307,No Tec,2024-02-01T00:00:00.000Z,Perfil A,0,,16.0,Solicitud,45.0,108.0,23.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,F,N5,LED,H40496,Ciudad de México,94.38,1248,No Tec,2024-02-13T00:00:00.000Z,Perfil A,0,Ciudad de México,16.0,Solicitud,14.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,IRS,H13819,Ciudad de México,96.937,1430,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,0,Santa Fe,16.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IFI,H66269,Nuevo León,94.52,1391,No Tec,2023-12-06T00:00:00.000Z,Perfil A+,1,Monterrey,16.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
PUE,Mexicana,F,N5,LTM,H58791,Puebla,95.5,1399,No Tec,2024-02-01T00:00:00.000Z,Perfil A+,0,,16.0,Solicitud,40.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,ITC,H40496,Ciudad de México,95.19,1213,No Tec,2024-02-28T00:00:00.000Z,Perfil A,0,Ciudad de México,16.0,Solicitud,13.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,LC,H40496,Ciudad de México,95.0,1138,No Tec,2024-02-29T00:00:00.000Z,Perfil B,0,Ciudad de México,16.0,Solicitud,15.0,74.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,M,N5,ITC,H13819,Ciudad de México,92.5,1260,No Tec,2024-02-13T00:00:00.000Z,Perfil A,0,Santa Fe,16.0,Solicitud,25.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LNB,H20950,Nuevo León,95.44,1298,No Tec,2024-02-23T00:00:00.000Z,Perfil A,0,Monterrey,16.0,Solicitud,34.0,104.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,IBT,H58791,Puebla,92.3,1215,No Tec,2024-01-22T00:00:00.000Z,Perfil A,0,,18.0,Solicitud,34.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,ITC,H58791,Puebla,94.62,1122,No Tec,2024-02-15T00:00:00.000Z,Perfil C,0,,17.0,Solicitud,25.0,51.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,LC,H58791,Puebla,98.38,1344,No Tec,2024-01-25T00:00:00.000Z,Perfil A,0,,16.0,Solicitud,22.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,ITC,H58791,Puebla,93.0,1261,No Tec,2024-01-22T00:00:00.000Z,Perfil A,0,,16.0,Solicitud,15.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,LED,H40496,Ciudad de México,96.0,1316,No Tec,2024-02-20T00:00:00.000Z,Perfil A,0,Ciudad de México,16.0,Solicitud,22.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,N5,IDM,H20950,Nuevo León,94.06,1339,No Tec,2024-01-29T00:00:00.000Z,Perfil C,0,Monterrey,16.0,Solicitud,30.0,65.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,F,N5,LAE,H21707,Sinaloa,96.75,1225,No Tec,2023-12-13T00:00:00.000Z,Perfil A,1,Sinaloa,17.0,Solicitud,46.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,BA,H66269,Nuevo León,91.59,1334,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,Monterrey,16.0,Solicitud,50.0,89.0,19.0,10.0,0.25,0.25,1.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.25,0.25,2.0,0.0
MTY,Mexicana,M,N5,IQ,H66269,Nuevo León,92.01,1243,No Tec,2023-12-15T00:00:00.000Z,Perfil A,0,Monterrey,19.0,Solicitud,43.0,93.0,23.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IIT,H19549,Nuevo León,91.75,1335,No Tec,2023-11-21T00:00:00.000Z,Perfil A,1,Monterrey,17.0,Solicitud,29.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,M,N5,ICT,H62584,Jalisco,96.75,1204,No Tec,2023-11-09T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,43.0,110.0,25.0,25.0,0.25,0.25,0.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.25,0.25,2.0,0.0
GDA,Mexicana,F,N5,IM,H00768,Jalisco,96.25,1388,No Tec,2023-11-09T00:00:00.000Z,Perfil A+,1,Guadalajara,18.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,N5,BGB,H63737,Estado de México,84.0,1182,No Tec,2023-11-07T00:00:00.000Z,Perfil A,1,Santa Fe,19.0,Solicitud,50.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,M,N5,IC,H66420,Ciudad de México,97.37,1072,No Tec,2024-03-01T00:00:00.000Z,Perfil D,0,Estado de México,17.0,,25.0,25.0,15.0,10.0,,,,,,,,,,,,,
CEM,Mexicana,M,N5,LAE,H77988,Guanajuato,93.0,1280,No Tec,2024-01-18T00:00:00.000Z,Perfil A,0,,17.0,Solicitud,50.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,Atletico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
PUE,Mexicana,F,N5,IBQ,H60152,Puebla,92.0,1258,No Tec,2023-11-22T00:00:00.000Z,Perfil A,0,Puebla,17.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,MO,H04568,Coahuila,98.08,1252,No Tec,2024-02-27T00:00:00.000Z,Perfil A,0,Laguna,18.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
HER,Estadounidense,M,N5,IMT,H93026,Sonora,83.0,1343,No Tec,2023-11-03T00:00:00.000Z,Perfil A,1,Sonora Norte,17.0,Solicitud,50.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IRS,H27467,Yucatán,90.26,1430,No Tec,2023-12-04T00:00:00.000Z,Perfil A+,1,Puebla,17.0,Solicitud,50.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LAE,H00383,Tabasco,97.0,1156,No Tec,2023-11-10T00:00:00.000Z,Perfil B,1,Puebla,19.0,Solicitud,,70.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IBT,H15466,Nuevo León,95.52,1451,No Tec,2024-01-26T00:00:00.000Z,Perfil A+,1,Monterrey,18.0,Solicitud,50.0,89.0,19.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,M,N5,IIT,H00163,Estado de México,87.0,1366,No Tec,2024-01-25T00:00:00.000Z,Perfil A,0,Toluca,16.0,Solicitud,38.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LED,H15466,Nuevo León,96.57,1282,No Tec,2024-01-02T00:00:00.000Z,Perfil A,1,Monterrey,16.0,Solicitud,48.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,NEG,H41924,Puebla,96.0,1279,No Tec,2023-10-26T00:00:00.000Z,Perfil A,1,Puebla,18.0,Solicitud,48.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LDE,H15466,Nuevo León,96.34,1374,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,Monterrey,17.0,Solicitud,50.0,108.0,23.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,LTM,H58791,Puebla,93.06,1215,No Tec,2024-02-29T00:00:00.000Z,Perfil A,0,,17.0,,15.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,INA,H58791,Puebla,93.69,1203,No Tec,2024-02-29T00:00:00.000Z,Perfil A,0,,17.0,Solicitud,21.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,LED,H27045,,90.28,1166,No Tec,2023-12-12T00:00:00.000Z,Perfil B,0,Laguna,18.0,Solicitud,19.0,76.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,ARQ,H15469,Nuevo León,97.18,1172,No Tec,2024-01-26T00:00:00.000Z,Perfil A,0,Monterrey,16.0,Solicitud,50.0,94.0,9.0,25.0,0.0,0.0,0.0,0.0,Liderazgo,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
MTY,Mexicana,F,N5,LAD,H62088,Nuevo León,94.61,1176,No Tec,2023-12-04T00:00:00.000Z,Perfil A,1,Monterrey,16.0,Solicitud,16.0,70.0,0.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,LRI,H17131,Puebla,91.08,1305,No Tec,2023-12-06T00:00:00.000Z,Perfil A,0,Puebla,18.0,Solicitud,26.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,ITC,H48982,Tamaulipas,97.77,1390,No Tec,2023-11-07T00:00:00.000Z,Perfil A+,1,,18.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,IBT,H07291,Estado de México,94.7,1247,No Tec,2024-01-31T00:00:00.000Z,Perfil A,0,Estado de México,20.0,Solicitud,40.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LPS,H62088,Nuevo León,95.19,1248,No Tec,2024-02-27T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,45.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,M,N5,ARQ,H19549,Nuevo León,90.74,1159,No Tec,2024-01-26T00:00:00.000Z,Perfil B,0,Monterrey,18.0,Solicitud,34.0,80.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Guatemalteca,F,N5,IC,H68528,Guatemala,97.1,1350,No Tec,2024-01-19T00:00:00.000Z,Perfil A,0,Extranjero LATAM,18.0,Solicitud,37.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,NEG,H01491,Nuevo León,96.03,1206,No Tec,2024-01-18T00:00:00.000Z,Perfil A,1,Monterrey,18.0,Solicitud,16.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LDI,H02074,Estado de México,95.7,1138,No Tec,2023-10-12T00:00:00.000Z,Perfil B,1,Estado de México,18.0,Solicitud,15.0,74.0,19.0,25.0,0.0,0.0,0.0,0.0,Atletico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
QRO,Mexicana,M,N5,LDE,H68538,Ciudad de México,95.0,1202,No Tec,2023-11-21T00:00:00.000Z,Perfil A,1,,24.0,Solicitud,18.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,Atletico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
CCM,Mexicana,F,N5,IMT,H65889,Ciudad de México,94.8,1374,No Tec,2023-10-26T00:00:00.000Z,Perfil A+,0,Ciudad de México,19.0,Solicitud,42.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,N5,IC,H08654,Ciudad de México,94.5,1269,No Tec,2023-09-26T00:00:00.000Z,Perfil A,1,Santa Fe,20.0,Solicitud,,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,IBQ,H00435,Ciudad de México,97.42,1407,No Tec,2023-09-26T00:00:00.000Z,Perfil A+,1,Santa Fe,20.0,Solicitud,,106.0,21.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,NEG,H06548,Morelos,90.0,1321,No Tec,2024-01-11T00:00:00.000Z,Perfil A,1,Cuernavaca,19.0,Solicitud,25.0,98.0,23.0,15.0,0.0,0.0,1.0,0.0,Atletico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
MTY,Mexicana,F,N5,NEG,H66318,Quintana Roo,97.75,1319,No Tec,2024-01-02T00:00:00.000Z,Perfil A,1,Puebla,19.0,Solicitud,50.0,88.0,13.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,IQ,H09603,Oaxaca,98.0,1314,No Tec,2024-01-25T00:00:00.000Z,Perfil A,0,Puebla,19.0,Solicitud,,110.0,25.0,25.0,0.35,0.25,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Hondureña,F,N5,NEG,H17092,,93.47,1160,No Tec,2023-10-27T00:00:00.000Z,Perfil B,0,Extranjero LATAM,18.0,Solicitud,46.0,80.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IIT,H02214,Veracruz,100.0,1186,No Tec,2023-11-27T00:00:00.000Z,Perfil A,0,Puebla,19.0,Solicitud,50.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LNB,H13239,Nuevo León,97.5,1390,No Tec,2024-02-19T00:00:00.000Z,Perfil A,1,Monterrey,19.0,Solicitud,50.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LC,H01752,Ciudad de México,80.0,1197,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,Ciudad de México,18.0,Solicitud,42.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,MC,H65052,Baja California Sur,89.0,1421,No Tec,2023-11-23T00:00:00.000Z,Perfil A,1,Guadalajara,21.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CHH,Mexicana,F,N5,IIT,H05554,Chihuahua,99.5,1363,No Tec,2024-01-15T00:00:00.000Z,Perfil A+,1,Chihuahua,18.0,Solicitud,50.0,88.0,13.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
HER,Mexicana,F,N5,ITC,H00740,Sonora,83.06,1288,No Tec,2023-11-09T00:00:00.000Z,Perfil A,1,Sonora Norte,19.0,Solicitud,50.0,91.0,21.0,10.0,0.0,0.0,0.0,0.3,Artistico,0.0,1.0,Talento Estudiantil,1.0,0.3,0.0,0.0,2.0
PUE,Mexicana,F,N5,BGB,H48955,Bridgetown,86.67,1310,No Tec,2023-10-26T00:00:00.000Z,Perfil A,1,Extranjero LATAM,20.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LAF,H05575,Morelos,90.0,1195,No Tec,2024-01-02T00:00:00.000Z,Perfil A,1,Cuernavaca,21.0,Solicitud,24.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IMD,H00029,Nuevo León,97.08,1214,No Tec,2024-01-18T00:00:00.000Z,Perfil A,0,Monterrey,18.0,Solicitud,45.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,ARQ,H65388,Sinaloa,91.5,1365,No Tec,2023-09-13T00:00:00.000Z,Perfil A+,1,Guadalajara,18.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
